summary,description,Ticker,adjusted_date,sentiment
"Burberry has announced the appointment of Klaus Bierbrauer as chief supply chain and industrial officer, effective immediately. Nike also announced changes to its leadership team, with its longtime executive vice president, chief communications officer, Nigel Powell, retiring after 24 years with the company. KeJuan Wilkins, vice president of enterprise communications for Nike, will lead all global corporate, consumer and employee communications for the sportswear giant. Todd Dalhausser, previously brand president of Altra, has been appointed to the position of global brand president, Dickies. Jan Van Mossevelde, president of Icebreaker, is assuming additional responsibilities for the Smartwool brand as part of VF‚Äôs focus on capturing future opportunities for strategic and operational synergies. Claire Bergkamp, Textile Exchange CEO and longtime partner of Aii, has joined the organization's board of directors.",Longtime Nike communications officer Nigel Powell retires after 20-plus years while VF Corp. shifts various key leaders.,NKE,12/16/2022 0:00,positive
"The $8.2 billion deal between Bunge and Glencore-owned Viterra could create a trading group worth about $34 billion that would be big enough to take on industry giants such as Cargill and Archer Daniels Midland. Bunge's profile surpasses most of its competitors in the U.S. agricultural-products industry, and news sentiment surrounding the company‚Äôs ESG profile has been positive. The potential scale of the merged company could peak the interest of antitrust regulators, with the combined business likely to dominate the global oilseed-processing, and corn- and soybean-exporting markets. Mining giant Glencore would have a 15% stake in the combined company, giving the Swiss-based miner a significant stake in what would be a key player in the agricultural-product industry. This diversification could appeal to Glencore shareholders, as the metals-and-mining industry comes under continued scrutiny over the environmental and social implications of extractive operations.",Bunge‚Äôs acquisition of Viterra could expand the company‚Äôs reach in North American crops and bolster its ESG profile.,BG,12/16/2022 0:00,positive
"Halliburton reported mixed second-quarter results before the bell Wednesday, with total revenue rising 14% year over year to $5.8 billion. Earnings per share (EPS) of 77 cents exceeded the adjusted Refinitiv estimate of 75 cents, while strong execution in both operating divisions allowed profit margins and earnings to exceed expectations. Management reiterated that growing free cash flow is a top priority, and they expect over 50% of it to be ""returned to shareholders this year."" Despite the disappointing results, Halliburton shares dropped 3% on Wednesday after a strong run over the past month that we trimmed into on Friday for a small gain. Management expects exploration and production spending to grow this year and into the future, and full-year free flow growth of 30% to 40% over last year's level. With 2022 freeCash flow coming in at $1.43 million, this forecast amounts to about $1,93 million at the midpoint.","On the post-earnings call, Halliburton management reiterated that growing free cash flow is a top priority for the oilfield services giant.",HAL,12/16/2022 0:00,positive
"Nike Well Collective is the latest brand to launch a new strategy to incorporate wellness in its global offering, focusing on 5 pillars: movement, mindfulness, nutrition, rest and connection. The brand is now more holistic, aiming to link fitness to mindfulness and wellbeing more directly with this new strategic vision. The launch of the Nike Well Collective will provide resources, inspiration and methods to promote physical wellbeing which encompasses movement, rest, breathing. Tools will be developed by 1,000 new fitness trainers globally and a team of medical professionals and researchers who will provide actionable ways to improve sleep, body image and other factors that play a role in holistic wellness. Research shows that consumers don't actually want a single solution or platform to cater to all facets of their wellness needs and priorities. Nike clearly has the credentials to play within this space given that sports and movement play an unquestionable role in one‚Äôs physical and mental wellbeing, but in trying to be everything to wellness enthusiasts, it might struggle to find its audience or drive engagement with its existing customers.",Nike is launching Nike Well Collective in efforts to provide additional health and wellness experiences to its customers.,NKE,12/16/2022 0:00,positive
"Netflix Inc (NASDAQ: NFLX) is making a comeback after a disappointing first half of the year with a slowdown in streaming subscriptions and a drop in the share price. Disney is facing a troubled company that is pulling programming from streaming services to save on costs and the animation business is no picnic with the latest Pixar movie ‚ÄúElemental‚Äù being a financial flop. Netflix is setting the stage for its next phase of content growth by trimming costs and boosting engagement, and it is also setting a competitive advantage over its rivals by adding Korean unscripted series and movies to its original programming. Friday may bring more bad news for Disney as film and TV actors will be joining the strike if writers don't strike a deal with Hollywood studios. Don't miss real-time alerts on your stocks - join Benzinga Pro for free!","Legacy media companies are entering dark times as costs mount, Hollywood writers are still on strike and streaming king Netflix Inc (NASDAQ: NFLX) is making a comeback. The first half of year has been a colossal disappointment for those who hoped for a rebound from a rocky 2022, with a slowdown in streaming subscriptions. Even the magic of the Walt Disney Company is fading. For almost two decades, Bob Iger was the 'King of Hollywood' as he transformed the legendary entertainment company with the",DIS,12/16/2022 0:00,positive
UK antitrust watchdog provisionally cleared UnitedHealth Group's 1.24 billion pounds ($1.58 billion) acquisition of healthcare technology firm EMIS. The Competition and Markets Authority said it provisionally found no competition concerns in the deal between specialist health care tech and software companies which provide services to Britain's NHS.,Britain's competition regulator said on Friday it has provisionally cleared UnitedHealth Group's 1.24 billion pounds ($1.58 billion) acquisition of healthcare technology firm EMIS. The Competition and Markets Authority said it provisionally found no competition concerns in the deal between specialist health care tech and software companies which provide services to Britain's NHS. ($1 = 0.7871 pounds),UNH,12/16/2022 0:00,negative
"Interpublic Group (IPG) closed the most recent trading day at $37.50, moving +0.54% from the previous trading session. Shares of the marketing and advertising company had gained 6.48% over the past month, outpacing the Business Services sector's gain of 2.09%. Wall Street will be looking for positivity from Interpublic Group as it approaches its next earnings report date, which is expected to be April 27, 2023. The Zacks Rank system ranges from #1 (Strong Buy) to #5 (Strong Sell). In terms of valuation, the company is currently trading at a Forward P/E ratio of 13.08.87 based on yesterday's closing prices, and investors should also note that IPG has a PEG ratio of 1.79 right now.","Interpublic Group (IPG) closed at $37.50 in the latest trading session, marking a +0.54% move from the prior day.",IPG,12/16/2022 0:00,positive
"Single-family-rental landlords are often confronted with snake infestation, rats, snakes, and other creatures such as horses, cats, dogs, and snakes. These issues have become increasingly difficult for investment firms, as rising interest rates have drastically reduced access to capital for everyone. In January, tenants discovered iguanas in a rental home in Tampa, Florida, and the locksmith was accidentally fooled by the wrong vendor.",Big investors bought thousands of rental homes for steady income. Maintenance ‚Äî routine and weird ‚Äî comes with them.,INVH,12/16/2022 0:00,negative
"Omnicom is partnering with El Pollo Loco to launch a new ingredient driven campaign aimed at attracting a younger audience. The campaign will focus on El Pollosos' origin story, authentic recipes and human connections made over its food. The first assignment, a celebration of ""sabor"" which means ""flavor"" in Spanish, will be broadcast on February 27, 2023 and will highlight how the Double Chicken Tostada and Double Shredded Beef Tostadas are different from traditional and unsatisfying salads. Organic will help El PollO Loco transform its brand in a consumer-first, culturally relevant and digitally forward way to recruit new, younger consumers and drive the future of its business.","Organic, a digital-first agency under Omnicom will become the agency of record for restaurant chain, El Pollo Loco. Raised in the heart of Los Angeles, El Pollo Loco is the nation's leading fire-grilled chicken restaurant with a mission to bring people together around food, family and culture in the communities it serves. Since 1980, El Pollo Loco has successfully opened and maintained more than 490 company-owned and franchised restaurants in Arizona, California, Nevada, Texas, Utah, Colorado an",OMC,12/16/2022 0:00,positive
"Kinder Morgan (KMI) reported quarterly earnings of $0.24 per share, beating the Zacks Consensus Estimate of $ 0.23 per share. This quarterly report represents an earnings surprise of 4.35%. Over the last four quarters, the company has surpassed consensus EPS estimates two times. However, this could change the direction of estimate revisions, and the shares are expected to underperform the market in the near future. Investors should be mindful of the fact that the outlook for the industry can have a material impact on the performance of the stock as well.","Kinder Morgan (KMI) delivered earnings and revenue surprises of 4.35% and 19.66%, respectively, for the quarter ended June 2023. Do the numbers hold clues to what lies ahead for the stock?",KMI,12/16/2022 0:00,neutral
"Newmont Corp. is making a $17 billion push to buy Newcrest Mining Ltd. without an acquisition, and predicts that its gold production will stay around six million ounces a year for the next decade. A tie-up with Australia‚Äôs New crest would boost Newmont's gold output by about a third, based on 2022 production, and give the added bonus of greater exposure to highly sought copper. Newmont CEO Tom Palmer said he was ‚Äúdisappointed‚Äù by the response and added that he was still ‚Äúengaging‚Äù with the company. A combination with Newmont would create a mining behemoth with 20 operating mines in 11 countries, while broadening its appeal to generalist investors.","(Bloomberg) -- Newmont Corp.‚Äôs $17 billion push to buy Newcrest Mining Ltd. comes as miners wrestle with the reality that gold deposits are small, costly and short in life ‚Äî while making the case for more diversification.Most Read from BloombergApple Makes Major Progress on No-Prick Blood Glucose Tracking for Its WatchRussian Support for Putin‚Äôs War in Ukraine Is HardeningPlane Forced to U-Turn Minutes Before Landing Sends Passengers Back HomeUS Housing Market Posts $2.3 Trillion Drop, Biggest S",NEM,12/16/2022 0:00,positive
"Chemicals giant Dow Inc on Thursday missed Wall Street estimates for fourth-quarter results, hurt by higher energy costs, weaker demand and supply chain disruptions, and said it would cut about 2,000 jobs, or about 5% of its workforce. Production costs have risen in recent quarters following Russia's invasion of Ukraine, while China's Covid-led lockdowns have squeezed demand for Dow, which sells its chemicals to industries ranging from automobiles and food packaging to electronics that are also facing supply chain disruptions. Net sales in the fourth quarter fell 17% to $11.86 billion, pressured by customer destocking, missing the average estimate of $12 billion, according to Refinitiv IBES data. Quarterly sales volume fell 8%, hurt by 18% decline in Europe, the Middle East, Africa, and India (EMEAI) and destocking in building & construction and consumer durables end-markets in the U.S. and Canada.","Materials science company Dow is cutting about 2,000 jobs, or roughly 5% of its global workforce, in an effort to reach $1 billion in cost savings this year.",DOW,12/16/2022 0:00,negative
"3M is leveraging its history in the auto industry to get a slice of the fast-growing electrification market. Auto electrification is now a $500 million business for 3M after sales leapt 30% last year, and as more electric vehicles are sold, fewer combustion models will be made, making 3M's pivot toward the EV market all the more important. Demand for electric vehicles in Europe and China is driving growth, with 200 million on the road by the end of the decade. 3M has released a new thermal barrier material for battery cells, which is one small solution to mitigate the big problem of ""thermal acceleration events"" and increased battery efficiency can also reduce the need for cobalt, an expensive and rare mineral. With its first generation of electric vehicles, Tesla has set the bar for massive touch-screen displays that replaced the traditional touch-obs that replaced traditional touch screens.","Auto electrification is a $500 million business for the Maplewood-based company, which seeks to lower consumer costs of electric cars.",MMM,12/16/2022 0:00,positive
"Louisiana State Treasurer John Schroder announced on Wednesday that the Pelican State would divest nearly $800 million in funds from asset management company BlackRock. 

In a letter to BlackRock CEO Larry Fink, the official explained that environmental, social, and governance (ESG) investing violates Louisiana state law on fiduciary duties, which require ‚Äúa sole focus on financial returns for the beneficiaries of state funds.‚Äù Indeed, Fink wrote in his most recent letter to chief executives that ‚Äúclimate risk is investment risk.‚Äù 

Amid state governments‚Äô moves to spurn ESG investment, the Securities and Exchange Commission (SEC) is developing requirements that would force companies to report the material impact climate change presents to operations, the impact of ‚Äúclimate-related events‚Äù such as severe weather on transaction activities, and risk management processes used to mitigate climate risk.","Louisiana Becomes Latest State To Reject Woke Investing, Will Divest $800 Million From BlackRock",BLK,12/16/2022 0:00,positive
"The global medical packaging market is expected to reach US$ 75.2 billion in 2022 and reach a CAGR of 6.9% between 2022 and 2032. 3M Company, Amcor Plc, Ardagh Group S.A., Becton, Dickinson and Company are some of the renowned companies in the medical packaging industry. Gerresheimer AG is offering glass bottles made out of polymer glass since the last few years, while Wipak, WIPak, and other novel devices are rendered at the time of shipment. Future Market Insights has published a market study entitled ‚ÄòMedical Packaging Market‚Äô with its findings. None of these companies holds the largest market share with due to the US being home to large number of key participants.","3M Company has been a pioneer in inventing newer technologies and solutions for medical packages. 3M Company, Amcor Plc, Ardagh Group S.A., Becton, Dickinson and Company, and others are some of the renowned companies in the medical packaging marketNEWARK, Del, April 11, 2023 (GLOBE NEWSWIRE) -- The global medical packaging market was worth US$ 38.63 Billion in the year 2022 and is expected to reach US$ 75.29 Billion by the year 2032 at a CAGR of 6.9% between 2022 and 2032. The medical sector is",MMM,12/16/2022 0:00,negative
"Tyson Foods is cutting 262 non-relocation workers from offices in Dakota Dunes, South Dakota, Chicago and Downers Grove, Illinois, to its headquarters in Springdale, Arkansas. The company is seeking to cut costs in the face of easing demand from cash-strapped consumers and high costs for basics like cattle. July 31 will be the last day of work for most of the 262 employees opting not to relocate, with those being terminated held titles including senior vice president of pork and head of sales for pork and beef. Tyson last month posted a surprise second-quarter loss and cut its full-year revenue forecast amid slowing consumer demand.","Tyson Foods Inc. will terminate about 262 employees in South Dakota who chose not to relocate to its headquarters in Arkansas, showing widespread resistance to the move, the company confirmed Friday.",TSN,12/16/2022 0:00,positive
"A group of Republican state officials have sent a letter to BlackRock's mutual fund directors demanding information from them about any potential conflicts of interest. The letter criticizes the firm's efforts to mitigate climate change and integrate ESG standards into the firm, and accuses them of using client assets to advance an ideological agenda. The state financial officers also criticized BlackRock for its ties to China and for its involvement in mutual funds and other investment products for Chinese consumers. BlackRock denies any impropriety and said the trustees would respond to the letter.","A group of Republican state officials has fired another salvo in a war against BlackRock over its embrace of environmental, social, and governance standards and investment in China, this time demanding information from the firm's mutual fund directors.",BLK,12/16/2022 0:00,negative
"China slaps sanctions on U.S. CEOs over Taiwan arms sale. 

STORY: Beijing on Friday imposed economic sanctions on executives at two American aerospace and defense firms, Boeing Defense and Raytheon, moves a foreign ministry spokeswoman said were retaliation for weapons sales to Taiwan. In order to safeguard China's sovereignty and security interests, the Chinese government has decided to sanction those who are involved in this sale of weapons - Chairman and CEO of Raytheon Technologies, (Gregory) Hayes, and Boeing Defense President and CEO, (Ted) Colbert."" 

The sanctions targeting Boeing Defense President and CEO Ted Colbert and Raytheon Technologies boss Gregory Hayes come after the U.S. State Department earlier this month approved the sale of systems made by the defense firms to Taiwan.",China slaps sanctions on U.S. CEOs over Taiwan arms sale,BA,12/16/2022 0:00,positive
"Boeing documentary shows a company and system primed for disaster. 

It‚Äôs impossible for anyone following Boeing‚Äôs trajectory to watch the compelling documentary ‚ÄúFlight/Risk‚Äù without concluding that the Jack Welch-inspired management of the company has a body count.

Specifically, the 346 people who perished in two 737 MAX crashes in 2018 and 2019. Most egregiously, the FAA allowed Boeing to self-certify the MAX and ignored a high risk of future crashes. 

Boeing pushed the FAA in 2014 to relax the safety standards for the MAX to avoid having to upgrade the system that alerts the crew if something goes wrong during flight.",Boeing documentary shows a company and system primed for disaster,BA,12/19/2022 0:00,negative
"Boeing is a leading company in the air refueling aircraft market. Such abounding growth prospects are expected to aid Boeing‚Äôs position in the air refueling aircraft market. Moreover, with the major defense budget increase worldwide to modernize and upgrade the defense structure, as well as increased air missions, the air refueling aircraft market is expected to witness a northward trend. As nations increase their defense spending to strengthen their warfare capabilities, the air refueling aircraft market may also witness increased demand, signifying strong prospects for Boeing and defense majors like Airbus EADSY and Lockheed Martin LMT.



Airbus‚Äô A330 MRTT is one of the most capable new-generation air refueling aircraft, which is combat-proven and comes with unique multi-role capabilities.",Boeing (BA) secures a $24.5-million modification contract to provide engineering services to support MQ-25 low-rate initial production.,BA,12/19/2022 0:00,positive
Newmont Corp has received clearance from Australia's competition regulator to proceed with its proposed A$26.2 billion ($16.80 billion) takeover of Newcrest Mining. The deal is up to $16.8 billion and is subject to a $1.5596 Australian dollars Australian dollars.,Gold miner Newmont Corp said on Monday it has received clearance from Australia's competition regulator to proceed with its proposed A$26.2 billion ($16.80 billion) takeover of Newcrest Mining. ($1 = 1.5596 Australian dollars),NEM,12/19/2022 0:00,negative
"As Gold Prices Increase, Newmont Is Starting to Attract Interest. In this daily bar chart of NEM, below, I can see that prices have moved sideways from August with dips to and below being bought. The On-Balance-Volume (OBV) line has been steady/neutral since August even though trading volume has been more active since then. The weekly OBV line made a low in September.","In this daily bar chart of NEM, below, I can see that prices have moved sideways from August with dips to and below being bought.  The On-Balance-Volume (OBV) line has been steady/neutral since August even though trading volume has been more active since then.  The weekly OBV line made a low in September.",NEM,12/19/2022 0:00,positive
"KBR, Inc. has won a $24-million contract from the 94th Army Air and Missile Defense Command (94th AAMDC). The win aligns with KBR's focus on expanding operations within the Indo-Pacific region in support of the U.S. strategic goals in the region. KBR has been providing mission-critical logistics, operations and prepositioned stock services to various nations across the world for more than 25 years. The total backlog (including award options) was $20.89 billion compared with $19.76 billion at 2021-end, and the Sustainable Technology Solutions segment accounted for $4.9 billion of the total backlog. QPR Services Inc. reported better-than-expected results for first-quarter 2023, while ACM anticipates generating 8% organic NSR growth (4% for actual NSR). The company expects adjusted earnings and revenues of $3.55-$3.75, which indicates a 10% improvement from the fiscal 2022 reported levels.",KBR expands its base operations' support services in the Indo-Pacific region with a $24-million contract.,PWR,12/19/2022 0:00,positive
"A trio of antitrust advocates have launched the Responsible Online Commerce Coalition, a coalition of small businesses and large brands that will push for the US government to pare back Amazon‚Äôs power over the online shopping ecosystem. The coalition will focus on small sellers, while other companies have already committed to joining. The group will advocate for competitive pricing for seller commissions, limiting the amount of counterfeit products circulating online, offering sellers the freedom to offer their products at a discount and ensuring search results are fair and non-discriminatory. The creation comes as governments around the world are considering cracking down on Amazon. The US Federal Trade Commission is investigating Amazon's potentially anti-competitive behavior.",Businesses that rely on Amazon Inc. to sell their goods are beginning to band together against the e-commerce retail behemoth.,AMZN,12/19/2022 0:00,positive
"Brands are joining the chorus of content producers and creators demanding more data-sharing from streamers, as well as an industry effort to standardize measurement of brand films. Blue-chip brands like Pepsi and Saint Laurent are among the brands demanding more audience data from streaming platforms. Companies are struggling to tell if their investment is paying off due to the lack of data, and brand stakeholders are hoping to loosen up with data sharing to spur more brand spending on films. Brand Storytelling, an organization that holds a widely attended festival for brand content alongside the Sundance Film Festival, is spearheading an initiative to come up with standardized best practices, measurement, and ROI that will help marketers assess the impact of brands' content.","Procter & Gamble, REI, and more brands backing Hollywood-style entertainment want streamers to share data to measure the reach and impact of their content.",NFLX,12/19/2022 0:00,positive
"American Airlines Group Inc on Wednesday forecast first-quarter profit below market expectations, pushing its shares more than 8% lower and weighed on other major U.S. airlines. The airline industry has been able to survive the broader economic slowdown in the United States, thanks to constrained airline capacity due to shortages of aircraft and spare parts, and American said it expects total revenue per available seat mile to be up about 25.5% in the first quarter from a year earlier. However, on an adjusted basis, it forecast quarterly profit per share between 1 and 5 cents compared to a previous forecast of near break-even and analysts' expectation of 6 cents. The lower forecast came despite the carrier slightly lowering the jet fuel price guidance to $3.32 per gallon from its prior outlook.","American Airlines first-quarter profit below market expectations, joining rival United Airlines to signal a hit from persistently high labor and fuel costs.",AAL,12/19/2022 0:00,positive
"Supply chain security, a strong U.S. dollar and government incentives are among the reasons for the uptick, said Brian Belski, chief investment strategist at BMO Capital Markets. Announcements by companies in the third quarter jumped 20% since the second quarter and 150% versus 2019, UBS analyst Chris Snyder wrote in a November note. Some 87% of U.S. executives with operations in China plan to move production out of the country and about 70% of those are considering the U.S. for relaxation, according to a survey by UBS Evidence Lab. It includes more than $52 billion for U.S. companies producing computer chips and billions more in tax credits.","The ramp up in reshoring by companies, including those committing to building in the U.S., is just getting started, experts believe.",APH,12/19/2022 0:00,positive
"The RSA Conference (RSAC) in San Francisco this week highlighted the importance of artificial intelligence (AI) as a potential tool for security and identity management. This year, RSA Security CEO Rohit Ghai highlighted the need for AI to strengthen zero-trust architectures and identity Management, while AT&T released its Cybersecurity Insights Report at RSAC. Meanwhile, Fortinet used RSAC to speak to a CyberRatings security effectiveness score for its FortiGate 600F series next-generation firewall, while Palo Alto Networks used it to announce an expansion of its 42-month cloud-based security unit. Finally, Blackberry published a threat intelligence report to arm security operations teams with timely access to threats, actionable insights and the ability to prevent, hunt and respond to threats quickly.","Vice President, Security, Carriers and Enterprise Networking, Will Townsend, shares his insights into what he found most compelling at RSA Conference 2023.",T,12/19/2022 0:00,negative
"A new report from Google Cloud's cyber intelligence arm Mandiant has revealed a growing threat from alleged cybercriminals supporting North Korea. The group is believed to be supporting the North Korean government's primary foreign intelligence service through espionage targeted at foreign government agencies, private companies and educational institutions around the world. The report found that APT43 engages in spear-phishing campaigns that aim to harvest private user information and engage in stealing and laundering cryptocurrency. The director of Cybersecurity and Infrastructure Security Agency Jennifer Easterly has expressed concern about the threat and called for a full ban on the Chinese-owned social media giant TikTok, which has seized on short-form video-sharing on a massive scale. CISA is also working to establish cybersecurity reporting norms and standards to help victims of cybercrime and strengthen vulnerable institutions.",A new report details alleged funding mechanism of North Korean cyber espionage.,GOOGL,12/19/2022 0:00,positive
"WestRock, a packaging giant in Sandy Springs, Atlanta, is reportedly close to a $20 billion international merger with Dublin-based Smurfit Kappa. The Wall Street Journal reported that the deal could be announced next week if talks don't fall apart. Both companies have made multiple acquisitions in recent years, and the Atlanta area is a logistics hub and is home to numerous companies that make packaging materials. Most paper and packaging corporations have seen demand decline this year following explosive growth in the wake of the COVID-19 pandemic. WestRock reported $21.3 billion in sales during the 2022 fiscal year and has a market capitalization of $8.2 billion.",One of metro Atlanta‚Äôs largest companies is reportedly close to an international merger that could create a $20 billion paper and packaging behemoth.,WRK,12/20/2022 0:00,positive
"RBC Capital Markets analyst Deane Dray highlighted nVent, a provider of cooling systems used in datacenters that was spun off from Pentair in 2018, as an unexpected beneficiary of the artificial intelligence boom. RBC expects demand for liquid cooling to potentially reach a total addressable market of $2 to $3 billion and grow at a compounded annual rate of 25% as AI demand grows. Other potential winners include Digital Realty Trust and digital infrastructure company Equinix. Dray also highlighted Dover, Eaton and Wesco as names with exposure to liquid cooling.",Greater datacenter demand could benefit this stock over the long run,DLR,12/20/2022 0:00,negative
"California's annual carbon emissions auction of greenhouse gas permits fetched $35.20 per ton last week, raising $1.2 billion for the state's greenhouse gas reduction fund. Companies are spooked by the state‚Äôs plan to eventually tighten its emissions cap, which they expect to reach its goal of a 40 percent emission reduction by 2030. The Air Resources Board, which runs quarterly auctions for high-emitting companies, has announced that it will be modeling scenarios for a tighter allowance budget and just-for-kicks goals of a 55 percent reduction. Prices on the spot market have been trading at just over $35 per ton since then, as companies expect prices to eventually shoot up when the supply tightens, and companies are anticipating California will eventually link its market with Washington state, which just started its program. The primary way that emission reductions have been achieved so far is through regulatory programs and performance standards, and prices would need to be a lot higher to entice industry to change their practices instead of buying permits.",High-emitting companies paid more than they ever have for state carbon allowances last week. It won‚Äôt do much for emission reductions.,OXY,12/20/2022 0:00,positive
"The Twin Cities need more housing, and downtown Minneapolis office towers are becoming emptier. What they're saying: Towers built in the 1950s and later were constructed with larger floors thanks to the introduction of fluorescent lighting and air conditioning, said Meghan Elliott, founding principal of New History, a historic building reuse consulting firm based in Minneapolis. The intrigue: Apartment developers and the lenders who finance their projects need to get creative on how they use the middle of the buildings, Elliott said. ‚Ä¢ While many of downtown Minneapolis' office towers aren't historic now, they could be soon.
‚Ä¢ ""The rule of thumb on a building being historically designated is 50 years or older,"" Elliott said.",Minneapolis' modern office buildings are hard to convert into apartments.,CBRE,12/20/2022 0:00,positive
"A new hard asset ETF, the IQ CBRE Real Assets ETF, is making a big bet on real estate and other hard assets. The fund's top holdings include Public Storage, Crown Castle, Nextera Energy and Equinix (Equinix), which is considered a leader in data centers. The ETF's portfolio manager, Dan Foley, believes retail investors should be encouraged by the opportunity to invest in real estate, utilities, and other assets. Since the launch of the fund, shares have been up 6% over the past month.",CBRE's Investment Management launched the IQ CBRE Real Assets ETF last month with the idea it will deliver inflation protection in a rising rate environment.,CBRE,12/20/2022 0:00,positive
"One way to examine how market sentiment has changed over time is to look at the interaction between a company's share price and its earnings per share (EPS).

During five years of share price growth, Robert Half International achieved compound earnings per share (EPS) growth of 20% per year. 

The company's earnings per share (over time) is depicted in the image below (click to see the exact numbers).

We know that Robert Half International has improved its bottom line lately, but is it going to grow revenue? When looking at investment returns, it is important to consider the difference between total shareholder return (TSR) and share price return. 

While the broader market lost about 19% in the twelve months, Robert Half International shareholders did even worse, losing 30% (even including dividends).","The main point of investing for the long term is to make money. But more than that, you probably want to see it rise...",RHI,12/20/2022 0:00,negative
"Waste Management (WM) Outpaces Stock Market Gains: What You Should Know. 

Any recent changes to analyst estimates for Waste Management should also be noted by investors. Over the past month, the Zacks Consensus EPS estimate remained stagnant. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1.

Make sure to utilize Zacks.com to follow all of these stock-moving metrics, and more, in the coming trading sessions.

Want the latest recommendations from Zacks Investment Research?","In the latest trading session, Waste Management (WM) closed at $157.79, marking a +0.13% move from the previous day.",WM,12/20/2022 0:00,positive
"Shares in some companies in the Adani Group recovered some lost ground after recent massive losses after U.S. short-selling firm Hindenburg Research published a report alleging major problems within India's second-largest conglomerate, which has holdings in energy, data transmission, construction and other major industries. Economists said Friday's data likely keeps the Fed on track to raise its key benchmark rate by 0.25 percentage points on Wednesday, a step down from its increase of 0.50 points last month and four straight hikes of 0.75 points before that. The yield on the 10-year Treasury, which sets rates for mortgages and other important loans, held steady at 3.51% on Monday. In other trading Monday, U.S. benchmark crude lost 19 cents to $79.49 per barrel in electronic trading on the New York Mercantile Exchange.","Shares are trading mixed in Asia after Wall Street benchmarks closed higher on Friday, capping a third week of gains out of the last four",HAS,12/20/2022 0:00,negative
"For competition officials across the United States and Europe, many of whom were burned by failing to sufficiently scrutinize previous game-changing tech deals like Facebook‚Äôs $1 billion acquisition of Instagram more than a decade ago, the corporate world simply fails to accept a new reality that tougher enforcement is here. London's blocking of Microsoft's $69 billion deal for the video-gaming giant Activision marks a dark day when uncertainty from antitrust regulators, in how they approached such megadeals, undermined companies‚Äô ability to do what they do best: make money. The European Union and U.K. have warned that existing Big Tech players are gobbling up new parts of the digital landscape, often via acquisitions of nascent competitors that have yet to break into the mainstream. Meanwhile, the EU's officials have until May 22 to either block or approve the deal, and Microsoft is challenging the FTC‚Äùs lawsuit and has said it will appeal it.",There‚Äôs a new uncertainty about getting tech‚Äôs megadeals past skeptical regulators.,ADBE,12/20/2022 0:00,positive
"

A souring economic picture is already casting shadows on financial performance of commercial property giant CBRE Inc.

The Dallas-based real estate firm reported a 19% decline in core earnings per share for the most recent quarter. 

‚ÄúLower third quarter core earnings-per-share reflected a sharp deterioration in the macro environment, particularly with regard to capital availability for transactions,‚Äù said Bob Sulentic, CBRE president and chief executive officer. But CBRE‚Äôs sales revenue dipped by 16%, ‚Äúwith a notable decline in activity in September following relatively flat performance in July and August. And the company‚Äôs revenue from mortgage origination dropped 28% as ‚Äúmost debt capital sources significantly curtailed their lending as the quarter progressed.‚Äù

Even with weakening income from some sectors, CBRE reported more than $7.5 billion in revenues for the quarter, compared with $6.8 billion in third quarter 2021.

",CBRE - which owns Dallas developer Trammell Crow Co. - said its development pipeline increased by $2 billion from the second-quarter to a record $13.5 billion.,CBRE,12/20/2022 0:00,positive
"Hasbro Cuts Outlook as Inflation, Currency Fluctuations Bite. 

Hasbro plans to double down on key brands, including its card game, Magic: The Gathering, in an effort to boost profit. 

Hasbro projected a 15% drop in revenue in the most recent quarter, prompting the company to lower its full-year outlook amid worsening economic conditions. 

The company, known for Nerf blasters and Monopoly board games, as well as its Magic: The Gathering card game, said it expects revenue this year to be flat or decline slightly when excluding currency movements.",Toy company plans to save $250 million to $300 million annually over the next three years and step up investments in franchises like Magic: The Gathering and Dungeons & Dragons,HAS,12/20/2022 0:00,positive
